kind,intra_mean,intra_max,inter_mean,inter_min,inter_min_over_intra_max
raw,0.07546215658665152,0.29030172412670574,1.735870584614811,0.25474782640984134,0.8775277762341278
maxabs,0.01833696535548846,0.07548947624918462,0.4287043840149091,0.0126549418791667,0.1676384909254605
zshape,0.008563523477032533,0.019892321126872937,0.12416529318991387,0.014663729012702645,0.7371552529831784
