kind,same_group,group_pair,file_a,file_b,rmse
maxabs,True,0-0,N719_0713-0-1_C06.txt,N719_0713-0-2_C06.txt,0.02469106023945279
maxabs,True,0-0,N719_0713-0-1_C06.txt,N719_0713-0-3_C06.txt,0.023547988111606032
maxabs,True,0-0,N719_0713-0-1_C06.txt,N719_0713-0-4_C06.txt,0.02620206787313662
maxabs,True,0-0,N719_0713-0-1_C06.txt,N719_0713-0-5_C06.txt,0.02536551705413686
maxabs,False,0-a,N719_0713-0-1_C06.txt,N719_0713-a-1_C06.txt,0.2125246154271668
maxabs,False,0-a,N719_0713-0-1_C06.txt,N719_0713-a-2_C06.txt,0.2485019921717006
maxabs,False,0-a,N719_0713-0-1_C06.txt,N719_0713-a-3_C06.txt,0.24994694299648915
maxabs,False,0-a,N719_0713-0-1_C06.txt,N719_0713-a-4_C06.txt,0.2476228737504115
maxabs,False,0-a,N719_0713-0-1_C06.txt,N719_0713-a-5_C06.txt,0.24218107560549818
maxabs,False,0-b,N719_0713-0-1_C06.txt,N719_0713-b-1_C06.txt,0.13200776751122115
maxabs,False,0-b,N719_0713-0-1_C06.txt,N719_0713-b-2_C06.txt,0.1315209309955133
maxabs,False,0-b,N719_0713-0-1_C06.txt,N719_0713-b-3_C06.txt,0.1321227008788357
maxabs,False,0-b,N719_0713-0-1_C06.txt,N719_0713-b-4_C06.txt,0.1307367810914452
maxabs,False,0-b,N719_0713-0-1_C06.txt,N719_0713-b-5_C06.txt,0.12434954084751312
maxabs,False,0-c,N719_0713-0-1_C06.txt,N719_0713-c-1_C06.txt,0.7628001090070822
maxabs,False,0-c,N719_0713-0-1_C06.txt,N719_0713-c-2_C06.txt,0.7772566544637145
maxabs,False,0-c,N719_0713-0-1_C06.txt,N719_0713-c-3_C06.txt,0.784913546101597
maxabs,False,0-d,N719_0713-0-1_C06.txt,N719_0713-d-1_C06.txt,0.5330603981052386
maxabs,False,0-d,N719_0713-0-1_C06.txt,N719_0713-d-2_C06.txt,0.5503453871814004
maxabs,False,0-d,N719_0713-0-1_C06.txt,N719_0713-d-3_C06.txt,0.5584167265331296
maxabs,False,0-d,N719_0713-0-1_C06.txt,N719_0713-d-4_C06.txt,0.5496330383564829
maxabs,False,0-d,N719_0713-0-1_C06.txt,N719_0713-d-5_C06.txt,0.49561834760059853
maxabs,False,0-e,N719_0713-0-1_C06.txt,N719_0713-e-1_C06.txt,0.7942092948980336
maxabs,False,0-e,N719_0713-0-1_C06.txt,N719_0713-e-2_C06.txt,0.8102901718568631
maxabs,False,0-e,N719_0713-0-1_C06.txt,N719_0713-e-3_C06.txt,0.8155754825320504
maxabs,True,0-0,N719_0713-0-2_C06.txt,N719_0713-0-3_C06.txt,0.002241319852023094
maxabs,True,0-0,N719_0713-0-2_C06.txt,N719_0713-0-4_C06.txt,0.0021190820837327837
maxabs,True,0-0,N719_0713-0-2_C06.txt,N719_0713-0-5_C06.txt,0.0013020099520519959
maxabs,False,0-a,N719_0713-0-2_C06.txt,N719_0713-a-1_C06.txt,0.23295710811971085
maxabs,False,0-a,N719_0713-0-2_C06.txt,N719_0713-a-2_C06.txt,0.26919670182988775
maxabs,False,0-a,N719_0713-0-2_C06.txt,N719_0713-a-3_C06.txt,0.27060951950614476
maxabs,False,0-a,N719_0713-0-2_C06.txt,N719_0713-a-4_C06.txt,0.2681150232462088
maxabs,False,0-a,N719_0713-0-2_C06.txt,N719_0713-a-5_C06.txt,0.26231843201249033
maxabs,False,0-b,N719_0713-0-2_C06.txt,N719_0713-b-1_C06.txt,0.15457308242972917
maxabs,False,0-b,N719_0713-0-2_C06.txt,N719_0713-b-2_C06.txt,0.15448432181064548
maxabs,False,0-b,N719_0713-0-2_C06.txt,N719_0713-b-3_C06.txt,0.15524255317289917
maxabs,False,0-b,N719_0713-0-2_C06.txt,N719_0713-b-4_C06.txt,0.15384490224443415
maxabs,False,0-b,N719_0713-0-2_C06.txt,N719_0713-b-5_C06.txt,0.14747406263804352
