date,group,sample,file,points_active,E_min_V_vs_SCE,E_max_V_vs_SCE,I_min_mA,I_max_mA,I_at_-0.6V_mA,I_at_-0.4V_mA,I_at_-0.2V_mA,I_at_0V_mA,zero_cross_E_V_vs_SCE
2026-07-13,0,0-1,N719_0713-0-1_C06.txt,798,-0.78956479,0.006732591,-1.60280327174975,4.711695810159043,0.7487869196485055,2.884601850785746,4.330504906034531,4.707708279646847,-0.6629907807787586
2026-07-13,0,0-2,N719_0713-0-2_C06.txt,798,-0.78915697,0.0067127203,-1.412527221700421,4.522817730903625,0.8756323079667315,2.8988933738344738,4.188710815678512,4.518989936644548,-0.6754412077766251
2026-07-13,0,0-3,N719_0713-0-3_C06.txt,798,-0.78928679,0.0067089018,-1.403824635173969,4.554761351084128,0.8736148501968887,2.903951439973986,4.210058160046931,4.55119199842156,-0.675579990816497
2026-07-13,0,0-4,N719_0713-0-4_C06.txt,798,-0.78911495,0.0067929043,-1.401624739170074,4.511789441108704,0.876179885092925,2.9023781105977875,4.190757183548714,4.507356510386197,-0.6757913096490622
2026-07-13,0,0-5,N719_0713-0-5_C06.txt,798,-0.78920656,0.0071403692,-1.401046024716419,4.507474044958748,0.8716578000007796,2.895060658863888,4.183114948483232,4.5023142976026955,-0.6755851894066802
2026-07-13,a,a-1,N719_0713-a-1_C06.txt,798,-0.78917986,0.0067967228,-2.357941446097005,2.542827218770981,-0.14275787675530202,1.3616374599478167,2.076087407907866,2.532009002794573,-0.585670559587191
2026-07-13,a,a-2,N719_0713-a-2_C06.txt,798,-0.78935933,0.0067547215,-2.560314852258433,2.510648131370544,-0.2662081991515218,1.324092648637927,2.0379021584100236,2.4953956373400166,-0.574362039366797
2026-07-13,a,a-3,N719_0713-a-3_C06.txt,798,-0.78934407,0.0069303629,-2.600437921026479,2.533787190914154,-0.28210226725223136,1.3557994959593482,2.0682884944439532,2.519764375507062,-0.5733475709030799
2026-07-13,a,a-4,N719_0713-a-4_C06.txt,798,-0.78953499,0.0067814495,-2.605194293934368,2.541986475388209,-0.26972296134457535,1.372776439481907,2.082258659759325,2.528976271876209,-0.5745488350627782
2026-07-13,a,a-5,N719_0713-a-5_C06.txt,798,-0.78927916,0.0068730884,-2.591472351032756,2.559148013591766,-0.24919832222460286,1.4054892982111327,2.1080272389131745,2.548400020574633,-0.5767012578346314
2026-07-13,b,b-1,N719_0713-b-1_C06.txt,798,-0.78928298,0.0068730884,-1.478887519110806,3.208106994628906,0.09408830205930152,1.4649564818870398,2.4576893141294582,3.183186493488119,-0.6124124520441646
2026-07-13,b,b-2,N719_0713-b-2_C06.txt,798,-0.78924477,0.0067356299,-1.51694670967434,3.224971264600754,0.06426297052672872,1.5047196590271952,2.50798358051213,3.2026440713905413,-0.6081864683235761
2026-07-13,b,b-3,N719_0713-b-3_C06.txt,798,-0.78924859,0.0068730884,-1.548099354557372,3.191584487756089,0.05550988022714377,1.4848445865416826,2.490388172905937,3.1733330427189874,-0.607102627867649
2026-07-13,b,b-4,N719_0713-b-4_C06.txt,798,-0.78921044,0.0068349056,-1.550743696482285,3.221466928720467,0.0705247156867899,1.5023823687125264,2.5145381861456344,3.200826689194692,-0.6086601000452699
2026-07-13,b,b-5,N719_0713-b-5_C06.txt,798,-0.78972965,0.0067470851,-1.542643930601038,3.249427904685341,0.08176069195553475,1.5405877138695931,2.5557244209324295,3.230289208613843,-0.6102286784178415
2026-07-13,c,c-1,N719_0713-c-1_C06.txt,798,-0.78929442,0.0067509031,-4.001029107881635,1.401451215147972,-2.289812312335047,-0.8435619368015693,0.3995162513150902,1.3747908013155214,-0.2683603241694181
2026-07-13,c,c-2,N719_0713-c-2_C06.txt,798,-0.7894128,0.0068349056,-3.600208303202754,1.302816197276115,-2.141383330698863,-0.8316518580149769,0.32324952003040147,1.2757938996790876,-0.2591937807054902
2026-07-13,c,c-3,N719_0713-c-3_C06.txt,798,-0.78910738,0.0067279935,-3.675843404686972,1.295511682828266,-2.219968898817893,-0.8793454719462659,0.30128045017378413,1.2697975663192917,-0.2541621953298245
2026-07-13,d,d-1,N719_0713-d-1_C06.txt,798,-0.78916079,0.0067547215,-2.991990348567134,2.158523947000504,-1.2509673902717129,0.12781985320314446,1.2589202610036108,2.132750549774714,-0.4202546902638745
2026-07-13,d,d-2,N719_0713-d-2_C06.txt,798,-0.789325,0.0067318114,-3.111405294874444,2.132684677839276,-1.3311875287082922,0.07564936180671777,1.2283368922511149,2.109154239340947,-0.41191839522374196
2026-07-13,d,d-3,N719_0713-d-3_C06.txt,798,-0.78924102,0.0067241751,-3.168950822042383,2.122115641832352,-1.3703678942094673,0.04933993468217539,1.2098411456338376,2.0973466545758916,-0.40767301631287434
2026-07-13,d,d-4,N719_0713-d-4_C06.txt,798,-0.78926772,0.0067394483,-3.136718361274063,2.11044986049334,-1.3291070207892495,0.09527897045879952,1.2292157213689585,2.089020512586323,-0.4149542166865443
2026-07-13,d,d-5,N719_0713-d-5_C06.txt,798,-0.78909588,0.0068845437,-2.766624528428785,2.189191490411758,-1.0829674278840835,0.23027819326302465,1.319470956948853,2.166091759575995,-0.438160703684912
2026-07-13,e,e-1,N719_0713-e-1_C06.txt,798,-0.78934026,0.0066248998,-4.338740214057594,1.549258306622505,-2.6337596725872374,-1.1101397920870277,0.28472503818456585,1.5119221440220416,-0.24251221403021064
2026-07-13,e,e-2,N719_0713-e-2_C06.txt,798,-0.78938222,0.0068310872,-4.756151271903001,1.543663904070847,-2.9294055361308513,-1.284243475896661,0.20720802599540175,1.5057443820697471,-0.2291710414944701
2026-07-13,e,e-3,N719_0713-e-3_C06.txt,798,-0.78933263,0.0068272687,-4.859481345052305,1.540237292647362,-3.018331462478872,-1.3354504555020381,0.18228655281896378,1.5013560392611636,-0.22538750530966448
